name,sku,available,purchase_option,price,cost_price,container_water_weight,container_sweets_weight,width,height,depth,weight,description,meta_description,brand,type[Butter],type[Caramel],type[Chewy],type[Chocolate],type[Dried Fruit],type[Fizzy],type[Gum],type[Gummy],type[Hard],type[Jelly],type[Liquorice],type[Lollipop],type[Mint],type[Nougat],type[Novelty],type[Nuts],type[Sherbet],type[Traditional],type[Toffee],type[Wrapped],flavour[Aniseed],flavour[Apple],flavour[Banana],flavour[Blackcurrant],flavour[Bubblegum],flavour[Cherry],flavour[Chocolate],flavour[Coconut],flavour[Cola],flavour[Cream],flavour[Custard],flavour[Mixed Fruit],flavour[Ginger],flavour[Lemon],flavour[Lime],flavour[Mint],flavour[Orange],flavour[Pear],flavour[Raspberry],flavour[Rhubarb],flavour[Salt],flavour[Sour],flavour[Strawberry],flavour[Toffee],flavour[Vanilla],flavour[Watermelon],colour[Black],colour[Blue],colour[Brown],colour[Green],colour[Orange],colour[Pink],colour[Purple],colour[Rainbow],colour[Red],colour[White],colour[Yellow],contains[Alcohol],contains[Gluten],contains[Lactose],contains[Nuts],contains[Sugar],contains[Gelatin],ingredients,serving_size,energy,protein,carbohydrates,fat
Jelly Belly Sours,HBG-NV-022-01,TRUE,0,3.3,1.32,,,145,75,20,150,Box of jelly bean sours.,Jelly Belly Sours only Ł3.30. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Jelly-Belly,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Modified Cornstarch, Acidity Regulators (E297, E325, E330, E331), Peach Puree Concentrate, Apple Juice Concentrate, Grape Juice Concentrate, Lemon Puree, Cherry Juice Concentrate, Flavourings, Colour (E100, E102 [Tartrazine], E129, E132, E133, E150D, E171), Glazing Agents (E901, E903, E904)",,,,,
Jelly Belly Sours (Pocket Pack),HBG-NV-022-02,TRUE,0,1.1,0.44,,,80,65,20,50,Box of jelly bean sours in pocket pack.,"Jelly Belly Sours Pocket Pack only Ł1.10 from. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!""",Jelly-Belly,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Modified Cornstarch, Acidity Regulators: (E297, E325, E330, E331), Apple Juice Concentrate, Strawberry Puree, Blueberry Puree, Grape Juice Concentrate, Lemon Puree, Cherry Juice Concentrate, Raspberry Puree, Peach Puree Concentrate, Orange Puree, Natural and Artificial Flavourings, Colours (E100, E102 [Tartrazine], E110, E129, E132, E133, E150D, E171), Glazing Agents (E901, E903, E904)",,,,,
Jelly Mix,HBG-PM-037-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Jelly Mix sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Jelly Snakes,HBG-PM-038-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Jelly Snakes sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Jelly Sprogs,HBG-JR-064-01,TRUE,1,0.01,0.004,919,686,,,,,,Jelly Sprogs only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Water, Cornflour, Beef Gelatine, Aniseed Oil, Fruit and Vegetable (Blackcurrant, Carrot, Radish), Spirulina",,,,,
Jelly Tots,HBG-SI-045-01,FALSE,0,0.6,0.24,,,100,90,10,0,"Chewy, fruit flavoured sweets.",Jelly Tots sweets only 60p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Sugar, Glucose Syrup, Modified Starch, Fruit Juices (6%) (Strawberry, Orange, Blackcurrant, Lime and Lemon), Acidity Regulator (Trisodium Citrate, Malic Acid, Citric Acid), Flavourings, Lactic Acid, Colours (Anthocyanins. Copper Complexes of Chlorophyllins, Beta-Carotene)",,,,,
Joseph Dobson & Sons Ltd: Mega Lollies (Bubblegum),HBG-NV-023-01,FALSE,0,0.2,0.08,,,110,40,20,0,Bubblegum lollies.,Bubblegum Mega Lollies only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Joseph-Dobson-&-Sons-Ltd,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,"Sugar Glucose Syrup, Citric Acid, Salt, Flavourings, Colours: E133, E129. Contains Sulphites. May contain traces of milk.",,,,,
Joseph Dobson & Sons Ltd: Mega Lollies (Rhubarb & Custard),HBG-NV-023-02,FALSE,0,0.2,0.08,,,110,40,20,0,Rhubarb and custard lollies.,Rhubarb & Custard Mega Lollies only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Joseph-Dobson-&-Sons-Ltd,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,1,1,1,,"Sugar, Glucose Syrup, Citric Acid, Salt, Flavourings, Colours: E-102, E-129. Contains Sulphites. ",,,,,
Joseph Dobson & Sons Ltd: Mega Lollies (Sour Apple),HBG-NV-023-03,FALSE,0,0.2,0.08,,,110,40,20,0,Sour apple lollies.,Sour Apple Mega Lollies only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Joseph-Dobson-&-Sons-Ltd,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,"Sugar, Glucose Syrup, Citric Acid, Flavourings, Colours: E-102, E-142. Contains Sulphates. ",,,,,
Joseph Dobson & Sons Ltd: Mega Lollies (Toffee),HBG-NV-023-04,FALSE,0,0.2,0.08,,,110,40,20,0,Toffee lollies.,Toffee Mega Lollies only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Joseph-Dobson-&-Sons-Ltd,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,,,,,,,
Joseph Dobson & Sons Ltd: Mega Lollies (Traffic Light),HBG-NV-023-05,FALSE,0,0.2,0.08,,,110,40,20,0,Traffic light lollies.,Traffic Light Mega Lollies only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Joseph-Dobson-&-Sons-Ltd,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,"Sugar, Glucose Syrup, Citric Acid, Flavourings, Colours: E-102, E-129, E-142. Contains Sulphates.",,,,,
Joseph Dobson & Sons Ltd: Mega Lollies (Tropical Fruit),HBG-NV-023-06,FALSE,0,0.2,0.08,,,110,40,20,0,Tropical fruit lollies.,Tropical Fruit Mega Lollies only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Joseph-Dobson-&-Sons-Ltd,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,1,1,,"Sugar Glucose Syrup, Citric Acid, Salt, Flavourings, Colours: E102, E129, E142.",,,,,
Joseph Dobson & Sons Ltd: Mega Lollies (Tutti Frutti),HBG-NV-023-07,FALSE,0,0.2,0.08,,,110,40,20,0,Tutti frutti lollies.,Tutti Frutti Mega Lollies only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Joseph-Dobson-&-Sons-Ltd,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,1,1,1,,"Sugar, Glucose Syrup, Citric Acid, Flavourings, Salt. Colours: E100, E141, E153, E160A, E163",,,,,
Juicy Lips,HBG-PM-039-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Juicy Lips sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Kiddysway Lollies (Large),HBG-SI-046-03,FALSE,0,1.5,0.6,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Kiddysway Lollies (Medium),HBG-SI-046-02,FALSE,0,1,0.4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Kiddysway Lollies (Small),HBG-SI-046-01,FALSE,0,0.5,0.2,,,0,0,0,0,,Kiddysway Lollies sweets only 50p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Kiddysway,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Kinder Surprise,HBG-SI-047-01,FALSE,0,0.5,0.2,,,65,50,30,0,Chocolate egg with a surprise toy inside.,Kinder Surprise only 50p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Kinder,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,"Ingredients Fine Milk Chocolate 47% (Sugar, Whole Milk Powder, Cocoa Butter, Cocoa Mass. Emulsifier: Lecithins (Soya); Vanillin), Skimmed Milk Powder, Sugar, Vegetable Fat, Concentrated Butter. Emulsifier: Lecithins (Soya), Vanillin.",,,,,
Koff Candy Twists,HBG-JR-065-01,TRUE,1,0.01,0.006,919,622,,,,,Clove-flavoured boiled sweets.,Koff Candy Twists only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,"Sugar, Glucose, Citric Acid, Flavourings, Colours: E104, E129",,,,,
Lickedy Lips,HBG-SI-048-01,FALSE,0,1,0.4,,,100,35,35,0,Strawberry flavoured roll on sour fruit candy.,Lickedy Lips only Ł1. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,"Glucose-Fructose Syrup, Water, Sugar, Citric Acid, Lactic Acid, Malic Acid, Flavouring, Natural and Artificial Colour: E133, E163",,,,,
Limona,HBG-NV-024-01,FALSE,3,0.0399,0.01596,,,,,,19,Praline with lemon flavour.,Limona only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,,,,
Lindor Bar,HBG-CB-011-01,FALSE,0,0.75,0.3,,,190,30,15,0,Lindor milk chocolate bar.,Lindor Bar only 75p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Lindor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,200,2,15,15
Liquorice Allsorts,HBg-JR-067-01,FALSE,1,0.01,0.004,919,672,,,,,A variety of liquorice treats.,Liquorice Allsorts only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,1,1,1,1,,,,,,
Liquorice Comfits,HBG-JR-068-01,FALSE,1,0.012,0.0048,919,870,,,,,Tiny torpedos with hard candy shell and a liquorice centre.,Liquorice Comfits only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,"Sugar, Wheat Flour, Treacle, Dextrose, Water, Glucose Syrup, Modified Tapioca Starch, Colours: E170, E100, E163, E160A; Glazing Agents: Shellac, Carnauba Wax; Liquorice Extract, Vegetable Oil, Safflower Extract, Flavourings, Spirulina",,,,,
Liquorice Gums,HBG-JR-069-01,FALSE,1,0.013,0.0052,919,769,,,,,Liquorice flavoured gums.,Liquorice Gums only Ł1.30/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,"Ingredients:  Glucose Syrup, Sugar, Water, Beef Gelatine, Potato Starch, Liquorice Powder, Natural Colour (Vegetable Carbon), Palm Oil, Glazing Agent (Carnauba Wax).",,,,,
Liquorice Pencil (Black),HBG-PM-040-01,FALSE,2,0.1,0.04,919,0,,,,0,,Liquorice Pencil sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Tuck-Shop,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,"Wheat Flour, Glucose Syrup, Molasses, Vegetable Fat, Invert Sugar Syrup, Stabiliser (Glycerol), Potato Starch, Liquorice, Gelling Agent (Gelatine), Emulsifier (Mono and Di-Glycerides of Fatty Acids), Lactic Acid, Flavourings, Glazing Agents (Vegetable Oil, Mono and Di-Glycerides of Fatty Acids, Vegetable Fat), Salt, Colour (Vegetable Carbon)",,,,,
Liquorice Pencil (Blue),HBG-PM-040-02,FALSE,2,0.1,0.04,919,0,,,,0,,Liquorice Pencil sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Tuck-Shop,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,,
Liquorice Pencil (Cherry),HBG-PM-040-03,FALSE,2,0.1,0.04,919,0,,,,0,,Liquorice Pencil sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Tuck-Shop,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Liquorice Pencil (Green),HBG-PM-040-04,FALSE,2,0.1,0.04,919,0,,,,0,,Liquorice Pencil sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Tuck-Shop,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Wheat Flour, Maize Starch, Vegetable Fat, Invert Sugar Syrup, Stabiliser (Glycerol), Citric Acid, Potato Starch, Malic Acid, Gelling Agent (Gelatine), Flavouring, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Glazing Agents (Vegetable Oil, Mono- and Di-Glycerides of Fatty Acids, Vegetable Fat), Fruit & Vegetable Concentrates (Lemon, Safflower Oil), Colours (Curcumin, Copper Chlorophyllin Complex) Natural Flavourings, Colour (Cochineal)",,,,,
Liquorice Pencil (Red),HBG-PM-040-05,FALSE,2,0.1,0.04,919,0,,,,0,,Liquorice Pencil sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Tuck-Shop,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Wheat Flour, Corn and Potato Starch, Vegetable Fat, Invert Sugar Syrup, Stabiliser (Glycerol), Citric Acid, Gelling Agent (Gelatine), Malic Acid, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Glazing Agents (Vegetable Oil, Mono- and Di-Glycerides of Fatty Acids, Vegetable Fat), Natural Flavourings, Colour (Cochineal)",,,,,
Liquorice Satins,HBG-JR-070-01,FALSE,1,0.0135,0.0054,919,0,,,,,Brightly coloured satins with a liquorice chewy centre.,Liquorice Satins only Ł1.35/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,Gibb,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,"Sugar, Glucose Syrup, Vegetable Oil, Sweetened Condensed Milk, Butter, Soya Lecithin, Flavouring, E102, E122, E129, E142, E153",,,,,
Liquorice Toffees,HBG-JR-071-01,FALSE,1,0.012,0.0048,919,0,,,,,Liquorice flavoured toffees.,Liquorice Toffees only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Walkers-Nonsuch,,,,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,1,1,,1,"Glucose Syrup, Sugar, Sweetened Condensed Milk 21%, Vegetable Oil (Palm Oil), Black Treacle 5%, Natural Colour (Vegetable Carbon), Liquorice Extract 0.7%, Salt, Emulsifier (E471), Oil of Aniseed.",,,,,
Liquorice Torpedoes,HBG-JR-072-01,FALSE,1,0.01,0.004,919,876,,,,,Hard candy shell with a chewy liquorice centre.,Liquorice Torpedoes only Ł1.00/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,1,1,1,,1,"Sugar, Wheat Flour, Treacle, Glucose Syrup, Modified Tapioca and Maize Starches, E171, E104, E129, E124, E133, E110, Shellac, Carnauba Wax, Vegetable Oil, Flavouring, Liquorice Extract",100,448,2.1,74.5,15.8
Liquorice With Aniseed And Salmiak,HBG-SI-049-01,FALSE,0,0.3,0.12,,,0,0,0,0,,Liquorice With Aniseed And Salmiak sweets only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Lovehearts,HBG-SI-050-01,FALSE,0,0.35,0.14,,,150,20,15,0,The original courting fizzy fruit flavoured sweet which conveys a flirty message to your loved one (within a matter of seconds before it is chomped!),Lovehearts sweets only 35p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Sugar, Acidity Regulators: Malic Acid, Tartaric Acid; Sodium Bicarbonate, Stearic Acid, Modified Starch, E470B, Anti-Caking Agent: Magnesium Carbonate; Flavourings, Colours: E100, E104, E110, E122, E124, E129, E132, Elderberry Extract.",,,,,
Lovehearts Lipsticks,HBG-SI-051-01,FALSE,0,0.15,0.06,,,80,15,15,0,Candy fruit flavour sweet in a plastic case.,Lovehearts Lipsticks only 15p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,"Sugar, Stearic Acid, Modified Starch, Acidity Regulator (Tartaric Acid), Cornflour, Magnesium Stearate. Colours: Anthocyanins",,,,,
Lovehearts Whistles,HBG-SI-052-01,FALSE,0,0.15,0.06,,,80,15,15,0,Fruit flavoured sweets in plastic whistles.,Lovehearts Whistles only 15p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,"Sugar, Stearic Acid, Modified Starch, Acidity Regulator (Tartaric Acid), Cornflour, Magnesium Stearate. Colours: Anthocyanins",,,,,
Luxury Belgian Chocolate Set (Equestrian),HBG-NV-025-01,FALSE,0,5.99,2.396,,,220,155,20,0,Milk chocolate equestrian set.,Luxury Belgian Chocolate Equestrian Set only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Luxury Belgian Chocolate Set (Fishing),HBG-NV-025-02,FALSE,0,5.99,2.396,,,220,155,20,0,Milk chocolate fishing set.,Luxury Belgian Chocolate Fishing Set only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Luxury Belgian Chocolate Set (Football),HBG-NV-025-03,FALSE,0,5.99,2.396,,,220,155,20,0,Milk chocolate football set.,Luxury Belgian Chocolate Football Set only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Luxury Belgian Chocolate Set (Gardening),HBG-NV-025-04,FALSE,0,5.99,2.396,,,220,155,20,0,Milk chocolate gardening set.,Luxury Belgian Chocolate Gardening Set only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Luxury Belgian Chocolate Set (Makeup),HBG-NV-025-05,FALSE,0,5.99,2.396,,,220,155,20,0,Milk chocolate makeup set.,Luxury Belgian Chocolate Makeup Set only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Luxury Belgian Chocolate Set (Toolkit),HBG-NV-025-06,FALSE,0,5.99,2.396,,,220,155,20,0,Milk chocolate toolkit set.,Luxury Belgian Chocolate Toolkit Set only Ł5.99. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Mallow Twists,HBG-PM-041-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Mallow Twists sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Maoam Giant Stripe,HBG-SI-053-01,FALSE,0,0.1,0.04,,,160,30,3,0,Fruit chew bar.,Maoam Giant Stripe bar only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Maoam,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Food Acid (E330) , Artificial Flavourings, Humectant (Sorbitol Syrup), Fruit Juice  3% From Concentrate, Strawberry, Celling Agent Gelatine, Citric Acid, Fruit and Plant Concentrates; Safflower, Sweet Potato, Carrot, Radish, Blackcurrant, Hibiscus, Flavourings, Invert Sugar Syrup",,,,,
Maoam Giant Stripe (Sour),HBG-SI-053-02,FALSE,0,0.1,0.04,,,160,30,3,0,Sour chew bar.,Maoam Giant Sour Stripe bar only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Maoam,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humectant (Sorbitol Syrup), Fruit Juice From Concentrate, Gelling Agent (Gelatine), Citric Acid, Fruit & Plant Concentrates, Flavouring, Invert Sugar Syrup",,,,,
Maoam Pin Balls,HBG-SI-054-01,FALSE,0,0,0,,,80,25,15,0,Assortment of little chewy balls that are tangy and fruity.,Maoam Pin Balls only . Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Maoam,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Sorbital Syrup, Citric Acid, Gelling Agent (Gelatine), Flavourings, Fruit and Plant Concentrates (Lemon, Safflower, Spirulina, Blackcurrant, Carrot, Radish, Apple, Glazing Agent (White and Yellow Beeswax), Caramelised Sugar Syrup, Liquorice Extract, Release Agent, Talc, Invert Sugar Syrup.",,,,,
Maoam Regular Chews (Regular),HBG-SI-055-01,FALSE,0,0.15,0.06,,,45,25,15,0,Wrapped fruit flavoured chews.,Maoam Regular Chews only 15p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Maoam,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,
Maoam Regular Chews (Sour),HBG-SI-055-02,FALSE,0,0.15,0.06,,,45,25,15,0,Wrapped sour flavoured chews.,Maoam Sour Chews only 15p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,"Sugar, Glucose Syrup, Vegetable Fat, Humectant (Sorbitol Syrup), Citric Acid, Gelatine. Flavouring:",,,,,
Maoam Stripe Chews,HBG-SI-056-01,FALSE,0,0.05,0.02,,,85,30,3,0,Wrapped fruit flavoured chews.,Maoam Stripe Chews only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Maoam,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humectant (Sorbitol Syrup), Gelatine, Citric Acid, Flavouring.",,,,,
